#,Background,Stance,Mango Color,Eyes,Mouth,Costume,Costume Color,Hat,Weapon 1,Weapon 2,Weapon 3,Affinity,Special Edition
mh0,Lime Green,Floating,Orange,Unknown,Unknown,Hockey Mask,White/Blood,None,None,None,None,Hero,Travis D
mh1459,Ocean 1,Fun,Red,Happy,Cigar,Boxer,Orange,None,Gloves,None,None,Hero,None
mh1460,Purple Center,Fun,Red,Piercing Worn,Fright,Biz,Tan,None,None,None,None,Hero,None
mh1461,Sakura,Fun,Normal,Intense Worn,Buck,Damasi,Green,None,None,None,None,Hero,None
mh1462,Mango Island,Fun,Red,Shock,Fright,Claw,Red,None,Claws,None,None,Hero,None
mh1463,Evening,Fun,Pink,Focused Red,Clench 1,Wasteland,Purple,None,MPAS-12,None,None,Hero,None
mh1464,Sky 2,Fun,Normal,Plead 1,Leaf,Swimmer,Green,Swimmer,None,None,None,Hero,None
mh1465,Bonsai,Fighting,Blue,Intense,Samurai,Samurai,Purple,Samurai,Katana,None,None,Hero,None
mh1466,Peach Center,Fun,Sunrise,Intense Worn,Pout,Cape,Yellow,None,None,None,None,Hero,None
mh1467,Peach Center,Fun,Sunrise,Alien White,uwu,Cape,Red,None,None,None,None,Hero,None
mh1468,Sun,Fun,Normal,Plead 2,Whiskers,Chad,White,None,Jo,None,None,Hero,None
mh1469,TBT,Fun,Red,Concentrate,Jester Purple,Kaiju Shirt,Red,Magician,Wand,None,None,Hero,Kaiju
mh1470,Grey White,Fighting,Red,Worry 1,Mock,Grease,Blue,Mariachi,Maraca,None,None,Hero,None
mh1471,Bonsai,Fighting,Purple,Intense,Samurai,Samurai,Red,Samurai,Katana,None,None,Hero,None
mh1472,TBT Radial,Fun,Normal,Resent,Cigar 2,Slime Shirt,Pink,None,None,None,None,Hero,None
mh1473,Ocean 1,Fun,Purple,Yikes,Pucker,Boxer,Orange,None,Gloves,None,None,Hero,None
mh1474,Sky 2,Fun,Sunrise,Ded,Full Metal,Swimmer,Green,Swimmer,None,None,None,Hero,None
mh1475,Pink Orange,Fun,Purple,Envy,Clench 1,Slime Shirt,Pink,None,None,None,None,Hero,None
mh1476,TBT Radial,Fun,Purple,Sinister,Knife,Cope,Black,Mariachi,Maraca,None,Knife,Hero,Cope
mh1477,Green Black,Fun,Normal,Piercing,Fright,Mercenary,Green,None,AM-47,None,None,Hero,None
mh1478,Red Cornered,Fun,Red,Resent,Full Metal,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh1479,Purple Grey,Fun,Sunrise,Plead 2,Triumph,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh1480,TBT,Fun,Sunrise,Focused Red,Smooch,Puffy,Blue,None,None,None,None,Hero,None
mh1481,Blue Yellow,Fun,Pink,Focused Black,Wheat,Jester,Purple,None,None,None,None,Hero,None
mh1482,Green Black,Fun,Normal,Goggles,Smooch,Guerrilla,Black,None,AM-47,None,None,Hero,None
mh1483,Turquoise Center,Fun,Purple,Pixelshades,Buck,Mangonaut,Red,None,None,None,None,Hero,None
mh1484,Grey White,Fighting,Red,Patch,Clench 2,Grease,Blue,Mariachi,Maraca,None,None,Hero,None
mh1485,Barrel Red,Fun,Pink,Cute,Cig,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh1486,Red Cornered,Fun,Purple,Focused Red,Buck,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh1487,Sea,Fun,Green,Focused Black,Tongue,Rockstar,Black,None,None,None,None,Hero,None
mh1488,Green Black,Fun,Normal,Joy,Buck,Guerrilla,Black,None,AM-47,None,None,Hero,None
mh1489,Pink Black,Fun,Purple,Angry 3,Cupid,Cope,Black,None,None,None,None,Hero,Cope
mh1490,Grey White,Fighting,Green,Bored,Joint,Grease,Blue,None,None,None,None,Hero,None
mh1491,Peach Center,Fun,Sunrise,Wink 2,uwu,Cape,Blue,None,None,None,None,Hero,None
mh1492,Barrel White,Fun,Purple,Piercing Worn,Mustache,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh1493,Green Black,Fun,Normal,Piercing Worn,Leaf,Guerrilla,Red,None,AM-47,None,None,Hero,None
mh1494,Peach Center,Fun,Normal,Focused Red,Surgical,Cape,Yellow,None,None,None,None,Hero,None
mh1495,Blue Center Light,Fun,Normal,Spectacles Angry,Buck,School,Purple,None,None,None,None,Hero,None
mh1496,Cornered Purple,Fun,Purple,Focused Red,Mask Yellow,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh1497,Mushroom,Fun,Purple,Jester,Fright,Plumber,Red,Plumber,None,None,None,Hero,None
mh1498,Rising Sun,Fun,Sunrise,Jester,Jester Red,Ronin,Tan,None,Katana,None,None,Hero,None
mh1499,TBT Radial,Fun,Purple,Piercing Worn,Knife,Kaiju Shirt,Red,None,None,None,Knife,Hero,Kaiju
mh1500,Green Black,Fun,Normal,Surprise,Tongue,Guerrilla,Black,None,AM-47,None,None,Hero,None
mh1501,Sakura,Fun,Green,Focused Black,Cigar,Damasi,Yellow,None,None,None,None,Hero,None
mh1502,Blue Yellow,Fun,Red,Intense Worn,Pout,Jester,Red,None,None,None,None,Hero,None
mh1503,Teal Black,Fun,Normal,Sinister,Respirator 2,FFF,Purple,None,None,None,None,Hero,FFF
mh1504,Tangelo,Fighting,Pink,Ded,Tasty,Viking,Brown,Viking,Shield,None,None,Hero,None
mh1505,Sea,Fun,Purple,Intense Worn,Goatee,Rockstar,Black,None,None,None,None,Hero,None
mh1506,Planets,Fun,Purple,Pixelshades,Wheat,Space Wrangler,Purple,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh1507,Pink Orange,Fun,Red,Scared,Lower,Striped,White,Mariachi,Maraca,None,None,Hero,None
mh1508,Tangelo,Fighting,Pink,Bored,uwu,Viking,Brown,Viking,Shield,None,None,Hero,None
mh1509,Tangelo,Fighting,Sunrise,Pixelshades,Gum,Viking,Brown,Viking,Shield,None,None,Hero,None
mh1510,Planets,Fun,Purple,Piercing,Leaf,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh1511,Brown Grey,Fun,Sunrise,Angry 1,Twig,Furutsu,Purple,None,None,None,None,Hero,None
mh1512,Teal Black,Fun,Blue,Sinister,Yum,Slime Shirt,Pink,None,None,None,None,Hero,None
mh1513,Blue Yellow,Fun,Red,Angry 2,Twig,Jester,Purple,None,None,None,None,Hero,None
mh1514,Dojo Light,Fighting,Red,Angry,Shinobi,Shinobi,Solana,None,Katana,Shuriken,None,Hero,None
mh1515,Cornered Purple,Fun,Purple,Alien White,Sinister,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh1516,Green Mangos,Fun,Red,Spectacles,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh1517,Ocean 1,Fun,Green,Intense,Knife,Boxer,Blue,None,Gloves,None,Knife,Hero,None
mh1518,Red Cornered,Fun,Sunrise,Resent,Ghoulish,Agent M,White,None,Mango MPK,Pencil,None,Hero,None
mh1519,Sunset,Fun,Pink,Cyclops,Fright,9000,Blue,None,Mangoball,9000,None,Hero,None
mh1520,Mushroom,Fun,Purple,Spectacles Angry,Cigar,Plumber,Red,Plumber,None,None,None,Hero,None
mh1521,Mango Island,Fun,Pink,Mask,Lip,Mango Man,Green,None,None,None,None,Hero,None
mh1522,Ocean 3,Fighting,Blue,Worry 2,Mock,Straw Hat,Pink,Straw Hat,None,None,None,Hero,None
mh1523,Green Black,Fun,Normal,Alien White,Yum,Guerrilla,White,None,AM-47,None,None,Hero,None
mh1524,Sunset,Fun,Purple,Jester,Lip,Mangoball,Purple,None,Mangoball,None,None,Hero,None
mh1525,Mango Island,Fun,Pink,Mask,Lower,Mango Man,Green,None,None,None,None,Hero,None
mh1526,Stars,Fun,Purple,Plead 1,Smooch,Space Suit,Red,None,None,None,None,Hero,None
mh1527,Mango Island,Fun,Red,Mask,Gum,Mango Man,Green,None,None,None,None,Hero,None
mh1528,Mushroom,Fun,Red,Scared,Cigar,Plumber,Red,Plumber,None,None,None,Hero,None
mh1529,Sky 1,Fun,Normal,Skeptic,Buck,Mango Radio,Blue,None,None,None,None,Hero,None
mh1530,Peach Center,Fun,Purple,Focused Black,Cigar 2,Cape,Yellow,None,None,None,None,Hero,None
mh1531,Grey White,Fighting,Normal,Skeptic,Cheeky,Grease,Blue,None,None,None,None,Hero,None
mh1532,Planets,Fun,Red,Worry,Whiskers,Space Wrangler,Black,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh1533,Teal Black,Fun,Purple,Surprise,Mask Yellow,Cope,Black,Mariachi,Maraca,None,None,Hero,Cope
mh1534,Mushroom,Fun,Normal,Spectacles,Twig,Plumber,Pink,Plumber,None,None,None,Hero,None
mh1535,Green Mangos,Fun,Red,Scared,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh1536,Purple Center,Fun,Pink,Focused Red,Leaf,Biz,Red,None,None,None,None,Hero,None
mh1537,Sea,Fun,Purple,Eager,Woozy,Rockstar,Black,None,None,None,None,Hero,None
mh1538,Green Mangos,Fun,Normal,Skeptic,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh1539,Tangelo,Fighting,Blue,Stunned,Gum,Viking,Brown,Viking,Shield,None,None,Hero,None
mh1540,Barrel White,Fun,Purple,Happy,Full Metal,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh1541,Barrel Black,Fun,Blue,Cute,Fright,Special Agent G,Purple,None,Mango MPK,None,None,Hero,None
mh1542,Turquoise Center,Fun,Red,Surprise,Whiskers,Mangonaut,Black,None,None,None,None,Hero,None
mh1543,Cornered Purple,Fun,Pink,Wink 2,Leaf,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh1544,Stars,Fun,Pink,Piercing Worn,Tongue,Space Suit,Red,None,None,None,None,Hero,None
mh1545,Sunset,Fun,Normal,Spectacles Angry,Clench 1,Mangoball,Yellow,None,Mangoball,None,None,Hero,None
mh1546,TBT,Fun,Green,Eager,Holler,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh1547,Pink White,Fun,Sunrise,Alien White,Whiskers,Trunks,Pink,None,None,None,None,Hero,None
mh1548,Mushroom,Fun,Normal,Joy,Cig,Plumber,Red,Plumber,None,None,None,Hero,None
mh1549,Ocean 1,Fun,Purple,Pixelshades,Fright,Boxer,Orange,None,Gloves,None,None,Hero,None
mh1550,Purple Blue,Fun,Purple,Sinister,Whistle,24,Yellow,None,Mango Mentality,None,None,Hero,None
mh1551,Sky 2,Fun,Normal,Intense,Clench 1,Swimmer,Green,Swimmer,None,None,None,Hero,None
mh1552,Gray White,Fighting,Red,Bored,Yum,Grease,Blue,None,None,None,None,Hero,None
mh1553,Sun,Fun,Normal,Skeptic,Plumber,Chad,White,None,Jo,None,None,Hero,None
mh1554,Stars,Fun,Green,Sinister,uwu,Space Suit,Red,None,None,None,None,Hero,None
mh1555,Rising Sun,Fun,Blue,Resent,Sinister,Ronin,Yellow,None,Katana,None,None,Hero,None
mh1556,TBT Radial,Fun,Pink,Ghoulish,Twig,Kaiju Shirt,Red,Pirate,Hook,None,None,Hero,Kaiju
mh1557,Green Mangos,Fun,Red,Plead 1,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh1558,TBT Radial,Fun,Normal,Focused Red,Tongue,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh1559,Bonsai,Fighting,Purple,Intense,Samurai,Samurai,Red,Samurai,Katana,None,None,Hero,None
mh1560,TBT Radial,Fun,Pink,Ded,Leaf,Cope,Black,Magician,Wand,None,None,Hero,Cope
mh1561,Mango Island,Fun,Red,Spectacles Angry,Clench 1,Pyro,Purple,None,None,None,None,Hero,None
mh1562,Evening,Fun,Red,Wink 2,Leaf,Wasteland,Green,None,MPAS-12,None,None,Hero,None
mh1563,Sea,Fun,Red,Fire,Yum,Rockstar,Black,None,None,None,None,Hero,None
mh1564,Peach Center,Fun,Purple,Resent,Yell,Cape,Blue,None,None,None,None,Hero,None
mh1565,Mushroom,Fun,Purple,Scared,Joint,Plumber,Red,Plumber,None,None,None,Hero,None
mh1566,Purple Center,Fun,Purple,Cyclops,Leaf,Biz,Tan,None,None,None,None,Hero,None
mh1567,Sunset,Fun,Red,Cyclops,Plumber,Mangoball,Black,None,Mangoball,None,None,Hero,None
mh1568,Barrel White,Fun,Sunrise,Angry 2,Gum,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh1569,Sun,Fun,Normal,Scar Left,Fright,Chad,White,None,Jo,None,None,Hero,None
mh1570,Sky 1,Fun,Normal,Shock,Cig,Mango Radio,Yellow,None,None,None,None,Hero,None
mh1571,Blue Center Light,Fun,Normal,Pixelshades,Twig,School,Blue,None,None,None,None,Hero,None
mh1572,Sky 2,Fun,Green,Heart,Cig,Swimmer,Red,Swimmer,None,None,None,Hero,None
mh1573,Ocean 3,Fighting,Sunrise,Shock,Whistle,Straw Hat,Pink,Straw Hat,None,None,None,Hero,None
mh1574,Sky1,Fun,Red,Angry 3,Buck,Mango Radio,Pink,None,None,None,None,Hero,None
mh1575,Sunset,Fun,Purple,Sinister,Buck,Mangoball,Black,None,Mangoball,None,None,Hero,None
mh1576,Green Mangos,Fun,Green,Plead 2,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh1577,Pink Black,Fun,Sunrise,Alien White,Pucker,Cope,Black,None,None,None,None,Hero,Cope
mh1578,TBT Radial,Fun,Sunrise,Angry 3,Jester Purple,Sweater,Pink,Magician,Wand,None,None,Hero,None
mh1579,Sakura,Fun,Pink,Sinister,Jester Purple,Damasi,White,None,None,None,None,Hero,None
mh1580,Pink Orange,Fun,Sunrise,Glasses,Sinister,Striped,White,None,None,None,None,Hero,None
mh1581,Blood Slashed,Fighting,Normal,Mask,Super Smirk,Weapon M,Yellow/Black/Blue,Weapon M Headpiece,None,None,None,Hero,Comics
mh1582,Blue Center Dark,Fighting,Purple,Angry,Woozy,Mango Ranger,Blue,None,None,None,None,Hero,None
mh1583,Planets,Fun,Red,Stunned,Jester Purple,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh1584,Teal Black,Fun,Red,Eager,Yell,Shirt,Blue,None,None,None,None,Hero,None
mh1585,Gray Whiye,Fighting,Red,Skeptic,Cigar,Grease,Blue,None,None,None,None,Hero,None
mh1586,Blue Yellow,Fun,Pink,Eager,Fright,Jester,Purple,None,None,None,None,Hero,None
mh1587,Peach Center,Fun,Red,Eager,Tongue,Cape,Green,None,None,None,None,Hero,None
mh1588,Orange Center,Fun,Res,Intense Worn,Buck,Caliburn Combat,Green,None,None,None,None,Hero,None
mh1589,Brown Grey,Fun,Sunrise,Sinister,Triumph,Furutsu,Purple,None,None,None,None,Hero,None
mh1590,Evening,Fun,Green,Scar Right,Plumber,Wasteland ,Black,None,None,None,None,Hero,None
mh1591,Cornered Purple,Fun,Red,Cute,Mask White,Alchemist,Blue,None,Otomeiru,None,None,Hero,None
mh1592,Blue Yellow,Fun,Blue,Sinister,Clench 1,Jester,Purple,None,None,None,None,Hero,None
mh1593,Blue Center Light,Fun,Blue,Alien White,Leaf,School,Blue,None,None,None,None,Hero,None
mh1594,Hangar,Kanjo,Normal,Dark Lord,Dark Lord,Space Monk,Black,None,Light Sword Red,None,None,Hero,Dark Lord
mh1595,Mango Island,Fun,Red,Alien White,Buck,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh1596,Green Black,Fun,Normal,Scar Right,Fright,Guerrilla,Black,None,AM-47,None,None,Hero,None
mh1597,Ocean 3,Fighting,Blue,Angry,Clench 2,Straw Hat,Pink,Straw Hat,None,None,None,Hero,None
mh1598,Ocean 1,Fun,Sunrise,Money,Ghoulish,Boxer,Black,None,Gloves,None,None,Hero,None
mh1599,Purple Center,Fun,Red,Focused Red,Cig,Biz,Tan,None,None,None,None,Hero,None
mh1600,Pink White,Fun,Normal,Cute,Sinister,Trunks,Purple,None,None,None,None,Hero,None
mh1601,Purple Center,Fun,Green,Piercing,Ghoulish,Biz,Tan,None,None,None,None,Hero,None
mh1602,Tangelo,Fighting,Sunrise,Heart,Joint,Viking,Brown,Viking,Shield,None,None,Hero,None
mh1603,Barrel Black,Fun,Red,Piercing,Twig,Special Agent M,White,None,Mango MPK,None,None,Hero,None
mh1604,Ocean 3,Fighting,Pink,Angry,Cigar,Straw Hat,Red,Straw Hat,None,None,None,Hero,None
mh1605,Mango Island,Fun,Red,Angry,Fright,Fate,Grey,None,None,None,None,Hero,None
mh1606,Sakura,Fun,Sunrise,Spectacles Angry,Cig,Damasi,Purple,None,None,None,None,Hero,None
mh1607,Blue Center Light,Fun,Pink,Focused Black,Buck,School,Blue,None,None,None,None,Hero,None
mh1608,Ocean 3,Fighting,Blue,Heart,Clench 2,Straw Hat,Pink,Straw Hat,None,None,None,Hero,None
mh1609,Sun,Fun,Normal,Angry 3,Plumber,Chad,White,None,Jo,None,None,Hero,None
mh1610,Planets,Fun,Red,Scared,Jester Purple,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh1611,Mushroom,Fun,Pink,Concentrate,Sinister,Plumber,Pink,Plumber,None,None,None,Hero,None
mh1612,Peach Center,Fun,Purple,Glasses,Knife,Cape,Blue,None,None,None,Knife,Hero,None
mh1613,TBT Radial,Fun,Blue,Focused Black,Cheese,Cope,Black,None,None,None,None,Hero,Cope
mh1614,Sunset,Fun,Sunrise,Tired,Clench 1,Mangoball,Black,None,Mangoball,None,None,Hero,None
mh1615,Brown Grey,Fun,Pink,Jester,Sinister,Furutsu,Yellow,None,None,None,None,Hero,None
mh1616,Blue Yellow,Fun,Purple,Fire,Leaf,Jester,Pink,None,None,None,None,Hero,None
mh1617,Green Black,Fun,Normal,Cobra,Clench 1,Mercenary,Yellow,None,AM-47,None,None,Hero,None
mh1618,Sun,Fun,Normal,Scared,Joint,Chad,White,None,Jo,None,None,Hero,None
mh1619,Mushroom,Fun,Blue,Surprise,Clench 1,Plumber,Green,Plumber,None,None,None,Hero,None
mh1620,Sunset,Fun,Normal,Focused Black,Leaf,9000,Yellow,None,Mangoball,9000,None,Hero,None
mh1621,Sun,Fun,Normal,Worry,Cheeky,Chad,White,None,Jo,None,None,Hero,None
mh1622,Mango Island,Fun,Normal,Mask,Buck,Mango Man,Green,None,None,None,None,Hero,None
mh1623,Green Black,Fun,Normal,Plead 1,Cigar,Guerrilla,Green,None,AM-47,None,None,Hero,None
mh1624,Orange Center,Fun,Red,Ghoulish,Lip,Caliburn Combat,Yellow,None,None,None,None,Hero,None
mh1625,Gold,Fighting,Pink,Worry 2,Frown,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh1626,Sun,Fun,Purple,Calm,Sinister,Chad,White,None,Jo,None,None,Hero,None
mh1627,Blue Center Light,Fun,Normal,Spectacles,Fright,School,Blue,None,None,None,None,Hero,None
mh1628,Green Mangos,Fun,Pink,Happy,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh1629,Planets,Fun,Green,Angry 1,Whiskers,Space Wrangler,Yellow,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh1630,Brown Grey,Fun,Green,Sinister,Holler,Furutsu,Purple,None,None,None,None,Hero,None
mh1631,Teal Black,Fun,Red,Shock,Jester Red,Striped,White,Mariachi,Maraca,None,None,Hero,None
mh1632,Purple Center,Fun,Red,Cute,Buck,Biz,Tan,None,None,None,None,Hero,None
mh1633,Fallen,Fun,Blue,Ghoulish,Jester Purple,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh1634,Sky 2,Fun,Red,Surprise,Mask Yellow,Swimmer,Pink,Swimmer,None,None,None,Hero,None
mh1635,Ocean 3,Fighting,Green,Wink,Cigar,Straw Hat,Yellow,Straw Hat,None,None,None,Hero,None
mh1636,Green Black,Fun,Normal,Plead 2,Plumber,Guerrilla,Black,None,AM-47,None,None,Hero,None
mh1637,Sky 1,Fun,Normal,Goggles,Mustache 2,Mango Radio,Red,None,None,None,None,Hero,None
mh1638,Pink White,Fun,Pink,Spectacles,Sinister,Trunks,Purple,None,None,None,None,Hero,None
mh1639,Sun,Fun,Normal,Happy,Cigar,Chad,White,None,Jo,None,None,Hero,None
mh1640,Cornered Purple,Fun,Sunrise,Cute,Mask Yellow,Alchemist,Green,None,Otomeiru,None,None,Hero,None
mh1641,Planets,Fun,Blue,Angry 1,Clench 1,Space Wrangler,Black,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh1642,Purple Center,Fun,Sunrise,Cute,Cupid,Biz,Tan,None,None,None,None,Hero,None
mh1643,Sky 1,Fun,Normal,Intense Worn,Whiskers,Mango Radio,Purple,None,None,None,None,Hero,None
mh1644,Stars,Fun,Sunrise,Eager,Cigar 2,Space Suit,Red,None,None,None,None,Hero,None
mh1645,Purple Grey,Fun,Red,Pixelshades,Twig,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh1646,Green Black,Fun,Normal,Plead 1,Jester Purple,Guerrilla,Green,None,AM-47,None,None,Hero,None
mh1647,Ocean 3,Fighting,Sunrise,Concentrate,Mock,Straw Hat,Blue,Straw Hat,None,None,None,Hero,None
mh1648,Mango Island,Fun,Purple,Hornet,Hornet,Hornet,Blue,None,None,None,None,Hero,None
mh1649,Sakura,Fun,Pink,Eager,Buck,Damasi,White,None,None,None,None,Hero,None
mh1650,Sunset,Fun,Normal,Cyclops,Plumber,Mangoball,Black,None,Mangoball,None,None,Hero,None
mh1651,Sky 2,Fun,Red,Stunned,Cheeky,Swimmer,Pink,Swimmer,None,None,None,Hero,None
mh1652,Red Cornered,Fun,Blue,Scar Right,Ghoulish,Agent M,White,None,Mango MPK,Pencil,None,Hero,None
mh1653,Tangelo,Fighting,Pink,Pixelshades,Yell,Viking,Brown,Viking,Shield,None,None,Hero,None
mh1654,Red Cornered,Fun,Red,Eager,Cig,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh1655,Teal Black,Fun,Blue,Cute,Whistle,Striped,White,None,None,None,None,Hero,None
mh1656,Sunset,Fun,Purple,Focsed Black,Full Metal,Mangoball,Black,None,Mangoball,None,None,Hero,None
mh1657,Brown Grey,Fun,Pink,Focused Red,Sinister,Furutsu,Pink,None,None,None,None,Hero,None
mh1658,Stars,Fun,Purple,Jester,Whistle,Space Suit,Red,None,None,None,None,Hero,None
mh1659,Teal Black,Fun,Pink,Cute,Pout,Striped,White,None,None,None,None,Hero,None
mh1660,Ocean 3,Fighting,Green,Shades,Frown,Straw Hat,Pink,Straw Hat,None,None,None,Hero,None
mh1661,Grey White,Fighting,Pink,Pixelshades,Smooch,Grease,Blue,Cap,None,None,None,Hero,None
mh1662,Purple Center,Fun,Blue,Focused Red,Smirk,Biz,Tan,None,None,None,None,Hero,None
mh1663,Evening,Fun,Red,Piercing Worn,Mask White,Wasteland,Red,None,MPAS-12,None,None,Hero,None
mh1664,Stars,Fun,Pink,Spectacles Angry,Respirator 2,Space Suit,Red,None,None,None,None,Hero,None
mh1665,Turquoise Center,Fun,Pink,Angry 1,Fright,Mangonaut,White,None,None,None,None,Hero,None
mh1666,Stars,Fun,Purple,Focused Red,Joint,Space Suit,Red,None,None,None,None,Hero,None
mh1667,Sakura,Fun,Red,Wink 2,Happy,Damasi,White,None,None,None,None,Hero,None
mh1668,Pink White,Fun,Normal,Eager,Fright,Trunks,Pink,None,None,None,None,Hero,None
mh1669,Sun,Fun,Normal,Happy,Sinister,Chad,White,None,Jo,None,None,Hero,None
mh1670,Purple Center,Fun,Green,Focused Red,Jester Purple,Biz,Tan,None,None,None,None,Hero,None
mh1671,Teal Black,Fun,Purple,Piercing Worn,Woozy,FFF,Purple,None,None,None,None,Hero,FFF
mh1672,Turquoise Center,Fun,Purple,Pixelshades,Cig,Mangonaut,White,None,None,None,None,Hero,None
mh1673,Sunset,Fun,Blue,Angry 1,Fright,Mangoball,Pink,None,Mangoball,None,None,Hero,None
mh1674,Teal Black,Fun,Blue,Tired,Tongue,Sweater,Pink,None,None,None,None,Hero,None
mh1675,Sunset,Fun,Red,Joy,Sinister,Mangoball,Black,None,Mangoball,None,None,Hero,None
mh1676,Sun,Fun,Purple,Yikes,Jester Purple,Chad,White,None,Jo,None,None,Hero,None
mh1677,Mango Island,Fun,Purple,Mask,Lower,Mango Man,Green,None,None,None,None,Hero,None
mh1678,Dojo Light,Fighting,Blue,Angry,Shinobi,Shinobi,Black,None,Katana,Shuriken,None,Hero,None
mh1679,Pink White,Fun,Blue,Piercing,Mustache 2,Trunks,Black,None,None,None,None,Hero,None
mh1680,Teal Black,Fun,Red,Sinister,Knife,Diaper,White,None,None,None,Knife,Hero,None
mh1681,Orange Center,Fun,Pink,Worry,Ghoulish,Caliburn Combat,Yellow,None,None,None,None,Hero,None
mh1682,Ocean 1,Fun,Purple,Piercing Worn,Woozy,Boxer,Pink,None,Gloves,None,None,Hero,None
mh1683,Mango Island,Fun,Purple,Focused Red,Jester Purple,Pyro,Purple,None,None,None,None,Hero,None
mh1684,Purple Center,Fun,Sunrise,Angry 2,Cig,Biz,Tan,None,None,None,None,Hero,None
mh1685,TBT Radial,Fun,Red,Piercing Worn,Cheese,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh1686,Pink white,Fun,Red,Cute,Lip,Trunks,Blue,None,None,None,None,Hero,None
mh1687,Sea,Fun,Purple,Focused Red,Knife,Rockstar,Black,None,None,None,Knife,Hero,None
mh1688,Stars,Fun,Red,Cute,uwu,Space Suit,Red,None,None,None,None,Hero,None
mh1689,Dark Temple,Kanjo,Normal,Fierce,Primed,Space Monk,Black,None,Vibrosword,None,None,Hero,None
mh1690,TBT Radial,Fun,Blue,Cute,Sour,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh1691,TBT,Fun,Pink,Intense Worn,Leaf,Slime Shirt,Pink,Mariachi,Maraca,None,None,Hero,None
mh1692,Toxic,Fighting,Pink,Skeptic,Smile,Mango Ranger,Green,None,None,None,None,Hero,None
mh1693,Sea,Fun,Normal,Focused Black,Tongue,Rockstar,Black,None,None,None,None,Hero,None
mh1694,Stars,Fun,Red,Tired,Pout,Space Suit,Red,None,None,None,None,Hero,None
mh1695,Ocean 1,Fun,Red,Glasses,Twig,Boxer,Orange,None,Gloves,None,None,Hero,None
mh1696,Cornered Purple,Fun,Purple,Yikes,Buck,Alchemist,Purple,None,Otomeiru,None,None,Hero,None
mh1697,Blue Center Light,Fun,Purple,Cute,Buck,School,Yellow,None,None,None,None,Hero,None
mh1698,Fallen,Fun,Red,Scared,Buck,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh1699,Pink White,Fun,Sunrise,Resent,Fright,Trunks,Red,None,None,None,None,Hero,None
mh1700,Mango Island,Fun,Pink,Resent,Cigar,Claw,Red,None,Claws,None,None,Hero,None
mh1701,Sea,Fun,Red,Resent,uwu,Rockstar,Black,None,None,None,None,Hero,None
mh1702,Pink White,Fun,Normal,Focused Red,Sinister,Trunks,Pink,None,None,None,None,Hero,None
mh1703,Mango Island,Fun,Pink,Hornet,Hornet,Hornet,Blue,None,None,None,None,Hero,None
mh1704,Turquoise Center,Fun,Pink,Sinister,Cig,Mangonaut,White,None,None,None,None,Hero,None
mh1705,Ocean 1,Fun,Green,Patch,Cigar,Boxer,Blue,None,Gloves,None,None,Hero,None
mh1706,Planets,Fun,Sunrise,Intense Worn,Clench 1,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh1707,Tangelo,Fighting,Green,Crying,Yum,Viking,Brown,Viking,Shield,None,None,Hero,None
